Official Correspondence,Date Received into Department,Date Due,Date Sent,Date Extension Granted,Full Response,Full Transfer,Partial Release,Declined
Official Information Act,27/11/2017,16/1/2018,28/11/2017,,Yes,No,No,No
Official Information Act,27/11/2017,17/1/2018,28/11/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,13/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,20/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,28/11/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,13/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,15/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,15/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,28/11/2017,,Yes,No,No,No
Official Information Act,27/11/2017,16/1/2018,28/11/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,13/12/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,30/11/2017,,Yes,No,No,No
Official Information Act,28/11/2017,18/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,28/11/2017,18/1/2018,30/11/2017,,Yes,No,No,No
Official Information Act,28/11/2017,18/1/2018,28/11/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,30/11/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,13/12/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,20/12/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,13/12/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,29/11/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,29/11/2017,,Yes,No,No,No
Official Information Act,28/11/2017,17/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,5/12/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,30/11/2017,,Yes,No,No,No
Official Information Act,29/11/2017,18/1/2018,14/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,19/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,19/1/2018,18/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,19/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,19/1/2018,30/11/2017,,Yes,No,No,No
Official Information Act,30/11/2017,19/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,21/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,19/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,21/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,19/1/2018,5/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,19/1/2018,20/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,21/1/2018,15/12/2017,,No,No,No,Yes
Official Information Act,30/11/2017,19/1/2018,19/12/2017,,No,No,Yes,No
Official Information Act,30/11/2017,21/1/2018,5/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,21/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,21/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,5/12/2017,,No,No,No,Yes
Official Information Act,1/12/2017,22/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,1/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,4/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,4/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,4/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,4/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,4/11/2017,23/1/2018,10/12/2017,,Yes,No,No,No
Official Information Act,1/12/2017,22/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,21/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,6/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,10/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,22/12/2017,,No,No,No,Yes
Official Information Act,4/12/2017,23/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,4/12/2017,23/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,5/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,6/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,5/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,5/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,5/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,5/12/2017,24/1/2018,21/12/2017,,No,No,Yes,No
Official Information Act,6/12/2017,25/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,6/12/2017,25/1/2018,6/12/2017,,Yes,No,No,No
Official Information Act,30/11/2017,19/1/2018,13/12/2017,,Yes,No,No,No
Official Information Act,6/12/2017,26/1/2018,6/12/2017,,Yes,No,No,No
Official Information Act,7/12/2017,26/1/2018,7/12/2017,,Yes,No,No,No
Official Information Act,7/12/2017,26/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,7/12/2017,26/1/2018,21/12/2017,,Yes,No,No,No
Official Information Act,8/12/2017,29/1/2018,8/12/2017,,Yes,No,No,No
Official Information Act,8/12/2017,30/1/2018,10/12/2017,,Yes,No,No,No
Official Information Act,8/12/2017,29/1/2018,11/12/2017,,Yes,No,No,No
Official Information Act,11/12/2017,30/1/2018,11/12/2017,,Yes,No,No,No
Official Information Act,11/12/2017,30/1/2018,18/12/2017,,Yes,No,No,No
Official Information Act,11/12/2017,30/1/2018,18/12/2017,,Yes,No,No,No
Official Information Act,11/12/2017,30/1/2018,18/12/2017,,Yes,No,No,No
Official Information Act,11/12/2017,30/1/2018,22/12/2017,,No,No,Yes,No
Official Information Act,11/12/2017,31/1/2018,11/12/2017,,Yes,No,No,No
Official Information Act,11/12/2017,30/1/2018,18/12/2017,,No,No,No,Yes
Official Information Act,12/12/2017,31/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,11/12/2017,31/1/2018,18/12/2017,,Yes,No,No,No
Official Information Act,12/12/2017,31/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,12/12/2017,31/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,12/12/2017,31/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,12/12/2017,31/1/2018,12/12/2017,,Yes,No,No,No
Official Information Act,12/12/2017,1/2/2018,18/12/2017,,No,No,No,Yes
Official Information Act,12/12/2017,31/1/2018,22/12/2017,,Yes,No,No,No
Official Information Act,13/12/2017,1/2/2018,18/12/2017,,Yes,No,No,No
Official Information Act,13/12/2017,1/2/2018,13/12/2017,,Yes,No,No,No
Official Information Act,13/12/2017,1/2/2018,21/12/2017,,Yes,No,No,No
Official Information Act,12/12/2017,1/2/2018,13/12/2017,,No,No,No,Yes
Official Information Act,13/12/2017,1/2/2018,13/12/2017,,Yes,No,No,No
Official Information Act,13/12/2017,2/2/2018,18/12/2017,,Yes,No,No,No
Official Information Act,14/12/2017,2/2/2018,14/12/2017,,Yes,No,No,No
Official Information Act,14/12/2017,2/2/2018,21/12/2017,,No,No,No,Yes
Official Information Act,23/11/2017,21/12/2017,21/12/2017,,No,No,Yes,No
Official Information Act,14/12/2017,2/2/2018,18/12/2017,,Yes,No,No,No
Official Information Act,14/12/2017,2/2/2018,14/12/2017,,Yes,No,No,No
Official Information Act,14/12/2017,2/2/2018,14/12/2017,,Yes,No,No,No
Official Information Act,15/12/2017,5/2/2018,21/12/2017,,Yes,No,No,No
Official Information Act,15/12/2017,5/2/2018,21/12/2017,,Yes,No,No,No
Official Information Act,15/12/2017,5/2/2018,15/12/2017,,Yes,No,No,No
Official Information Act,15/12/2017,5/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,15/12/2017,5/2/2018,18/12/2017,,Yes,No,No,No
Official Information Act,15/12/2017,5/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,18/12/2017,7/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,15/12/2017,5/2/2018,18/12/2017,,Yes,No,No,No
Official Information Act,18/12/2017,7/2/2018,18/12/2017,,Yes,No,No,No
Official Information Act,17/10/2017,7/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,18/12/2017,7/2/2018,18/12/2017,,Yes,No,No,No
Official Information Act,18/12/2017,7/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,18/12/2017,7/2/2018,18/12/2017,,Yes,No,No,No
Official Information Act,18/12/2017,7/2/2018,18/12/2017,,Yes,No,No,No
Official Information Act,18/12/2017,7/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,18/12/2017,7/2/2018,19/12/2017,,Yes,No,No,No
Official Information Act,15/12/2017,5/2/2018,19/12/2017,,Yes,No,No,No
Official Information Act,19/12/2017,8/2/2018,19/12/2017,,Yes,No,No,No
Official Information Act,19/12/2017,8/2/2018,19/12/2017,,Yes,No,No,No
Official Information Act,19/12/2017,8/2/2018,19/12/2017,,Yes,No,No,No
Official Information Act,19/12/2017,8/2/2018,20/12/2017,,Yes,No,No,No
Official Information Act,19/12/2017,8/2/2018,20/12/2017,,Yes,No,No,No
Official Information Act,20/12/2017,9/2/2018,20/12/2017,,Yes,No,No,No
Official Information Act,20/12/2017,9/2/2018,20/12/2017,,Yes,No,No,No
Official Information Act,22/12/2017,12/2/2018,22/12/2017,,No,No,No,Yes
Official Information Act,22/12/2017,13/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,21/12/2017,12/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,22/12/2017,12/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,21/12/2017,12/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,21/12/2017,12/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,22/12/2017,13/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,22/12/2017,12/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,22/12/2017,13/2/2018,22/12/2017,,Yes,No,No,No
Official Information Act,22/12/2017,13/2/2018,20/11/2017,,Yes,No,No,No
